id,post_id,comment_id,author_name,author_url,content,timestamp,likes,reply_to_id,scraped_at
179,127,C_00179,Anu,https://facebook.com/anu,Үүнтэй санал нийлэхгүй байна.,2026-05-08 12:00:00,12,,2026-05-08 13:00:00
180,282,C_00180,Tengis,https://facebook.com/tengis,Хэрэгжүүлж үзнэ ээ.,2026-05-08 16:00:00,17,,2026-05-08 17:00:00
181,432,C_00181,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-20 01:00:00,8,114,2026-05-20 02:00:00
182,469,C_00182,Maral,https://facebook.com/maral,Маш сонирхолтой мэдээлэл байна.,2026-05-17 22:00:00,4,,2026-05-17 23:00:00
183,478,C_00183,Anu,https://facebook.com/anu,Үүнтэй санал нийлэхгүй байна.,2026-05-24 12:00:00,27,,2026-05-24 13:00:00
184,385,C_00184,Gantulga,https://facebook.com/gantulga,Дараагийн пост хэзээ орох вэ?,2026-05-14 18:00:00,31,,2026-05-14 19:00:00
185,321,C_00185,Tuguldur,https://facebook.com/tuguldur,Сайн тайлбарлажээ.,2026-05-09 06:00:00,33,,2026-05-09 07:00:00
186,447,C_00186,Maral,https://facebook.com/maral,Маш сонирхолтой мэдээлэл байна.,2026-05-10 15:00:00,40,,2026-05-10 16:00:00
187,498,C_00187,Bat-Erdene,https://facebook.com/bat-erdene,Сайн тайлбарлажээ.,2026-05-19 18:00:00,29,84,2026-05-19 19:00:00
188,334,C_00188,Odbayar,https://facebook.com/odbayar,Гайхалтай!,2026-05-15 09:00:00,18,,2026-05-15 10:00:00
189,111,C_00189,Khuslen,https://facebook.com/khuslen,"Асуух зүйл байна, dm шалгаарай.",2026-05-24 18:00:00,2,,2026-05-24 19:00:00
190,424,C_00190,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-26 09:00:00,45,,2026-05-26 10:00:00
191,219,C_00191,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-12 06:00:00,36,,2026-05-12 07:00:00
192,90,C_00192,Sarnai,https://facebook.com/sarnai,Дараагийн пост хэзээ орох вэ?,2026-05-23 15:00:00,35,,2026-05-23 16:00:00
193,408,C_00193,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-22 01:00:00,0,,2026-05-22 02:00:00
194,426,C_00194,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-14 08:00:00,37,,2026-05-14 09:00:00
195,367,C_00195,Gantulga,https://facebook.com/gantulga,Гайхалтай!,2026-05-16 20:00:00,32,,2026-05-16 21:00:00
196,448,C_00196,Sarnai,https://facebook.com/sarnai,Гайхалтай!,2026-05-18 09:00:00,14,,2026-05-18 10:00:00
197,309,C_00197,Khuslen,https://facebook.com/khuslen,Сайн тайлбарлажээ.,2026-05-14 01:00:00,38,175,2026-05-14 02:00:00
198,3,C_00198,Tuguldur,https://facebook.com/tuguldur,Дараагийн пост хэзээ орох вэ?,2026-05-25 01:00:00,17,,2026-05-25 02:00:00
199,446,C_00199,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-20 07:00:00,43,83,2026-05-20 08:00:00
200,322,C_00200,Anu,https://facebook.com/anu,"Асуух зүйл байна, dm шалгаарай.",2026-05-13 10:00:00,21,,2026-05-13 11:00:00
201,56,C_00201,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-08 22:00:00,46,,2026-05-08 23:00:00
202,341,C_00202,Tuguldur,https://facebook.com/tuguldur,"Асуух зүйл байна, dm шалгаарай.",2026-05-18 01:00:00,2,,2026-05-18 02:00:00
203,63,C_00203,Maral,https://facebook.com/maral,"Асуух зүйл байна, dm шалгаарай.",2026-05-12 01:00:00,41,,2026-05-12 02:00:00
204,201,C_00204,Nomin,https://facebook.com/nomin,Маш сонирхолтой мэдээлэл байна.,2026-05-08 07:00:00,40,,2026-05-08 08:00:00
205,398,C_00205,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-17 05:00:00,29,,2026-05-17 06:00:00
206,256,C_00206,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-12 06:00:00,46,,2026-05-12 07:00:00
207,24,C_00207,Tuguldur,https://facebook.com/tuguldur,Үүнтэй санал нийлэхгүй байна.,2026-05-23 15:00:00,15,145,2026-05-23 16:00:00
208,299,C_00208,Anu,https://facebook.com/anu,Хэрэгжүүлж үзнэ ээ.,2026-05-18 05:00:00,43,,2026-05-18 06:00:00
209,355,C_00209,Maral,https://facebook.com/maral,"Асуух зүйл байна, dm шалгаарай.",2026-05-08 00:00:00,45,,2026-05-08 01:00:00
210,154,C_00210,Khuslen,https://facebook.com/khuslen,Сайн тайлбарлажээ.,2026-05-23 06:00:00,23,,2026-05-23 07:00:00
211,216,C_00211,Sarnai,https://facebook.com/sarnai,Сайн тайлбарлажээ.,2026-05-21 19:00:00,48,165,2026-05-21 20:00:00
212,158,C_00212,Maral,https://facebook.com/maral,Үүнтэй санал нийлэхгүй байна.,2026-05-26 02:00:00,27,,2026-05-26 03:00:00
213,122,C_00213,Sarnai,https://facebook.com/sarnai,Үүнтэй санал нийлэхгүй байна.,2026-05-17 19:00:00,28,137,2026-05-17 20:00:00
214,285,C_00214,Sarnai,https://facebook.com/sarnai,Хэрэгжүүлж үзнэ ээ.,2026-05-21 12:00:00,42,,2026-05-21 13:00:00
215,201,C_00215,Khuslen,https://facebook.com/khuslen,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-13 10:00:00,2,168,2026-05-13 11:00:00
216,439,C_00216,Tuguldur,https://facebook.com/tuguldur,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-14 09:00:00,38,,2026-05-14 10:00:00
217,319,C_00217,Odbayar,https://facebook.com/odbayar,Гайхалтай!,2026-05-11 22:00:00,16,,2026-05-11 23:00:00
218,176,C_00218,Khuslen,https://facebook.com/khuslen,"Асуух зүйл байна, dm шалгаарай.",2026-05-19 21:00:00,29,,2026-05-19 22:00:00
219,80,C_00219,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-12 09:00:00,20,,2026-05-12 10:00:00
220,398,C_00220,Maral,https://facebook.com/maral,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-17 23:00:00,3,,2026-05-18 00:00:00
221,427,C_00221,Odbayar,https://facebook.com/odbayar,Үнэхээр гоё санагдсан шүү.,2026-05-09 16:00:00,3,,2026-05-09 17:00:00
222,92,C_00222,Nomin,https://facebook.com/nomin,Үнэхээр гоё санагдсан шүү.,2026-05-14 05:00:00,13,,2026-05-14 06:00:00
223,332,C_00223,Tengis,https://facebook.com/tengis,Сайн тайлбарлажээ.,2026-05-06 23:00:00,32,,2026-05-07 00:00:00
224,471,C_00224,Tuguldur,https://facebook.com/tuguldur,Үүнтэй санал нийлэхгүй байна.,2026-05-19 11:00:00,31,,2026-05-19 12:00:00
225,156,C_00225,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-07 13:00:00,14,,2026-05-07 14:00:00
226,282,C_00226,Maral,https://facebook.com/maral,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-18 15:00:00,7,,2026-05-18 16:00:00
227,218,C_00227,Maral,https://facebook.com/maral,Үнэхээр гоё санагдсан шүү.,2026-05-18 22:00:00,45,,2026-05-18 23:00:00
228,383,C_00228,Khuslen,https://facebook.com/khuslen,Үүнтэй санал нийлэхгүй байна.,2026-05-19 14:00:00,8,,2026-05-19 15:00:00
229,111,C_00229,Sarnai,https://facebook.com/sarnai,Дараагийн пост хэзээ орох вэ?,2026-05-26 04:00:00,15,200,2026-05-26 05:00:00
230,360,C_00230,Tengis,https://facebook.com/tengis,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-08 20:00:00,4,,2026-05-08 21:00:00
231,472,C_00231,Odbayar,https://facebook.com/odbayar,Хэрэгжүүлж үзнэ ээ.,2026-05-21 04:00:00,45,,2026-05-21 05:00:00
232,60,C_00232,Sarnai,https://facebook.com/sarnai,"Асуух зүйл байна, dm шалгаарай.",2026-05-20 02:00:00,13,,2026-05-20 03:00:00
233,378,C_00233,Tengis,https://facebook.com/tengis,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-17 03:00:00,5,,2026-05-17 04:00:00
234,48,C_00234,Bat-Erdene,https://facebook.com/bat-erdene,Сайн тайлбарлажээ.,2026-05-21 09:00:00,28,,2026-05-21 10:00:00
235,198,C_00235,Tengis,https://facebook.com/tengis,Маш сонирхолтой мэдээлэл байна.,2026-05-17 20:00:00,26,,2026-05-17 21:00:00
236,349,C_00236,Gantulga,https://facebook.com/gantulga,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-24 19:00:00,26,,2026-05-24 20:00:00
237,411,C_00237,Khuslen,https://facebook.com/khuslen,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-09 00:00:00,24,,2026-05-09 01:00:00
238,398,C_00238,Odbayar,https://facebook.com/odbayar,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-17 22:00:00,34,,2026-05-17 23:00:00
239,116,C_00239,Maral,https://facebook.com/maral,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-22 07:00:00,34,12,2026-05-22 08:00:00
240,405,C_00240,Maral,https://facebook.com/maral,Үнэхээр гоё санагдсан шүү.,2026-05-15 14:00:00,42,,2026-05-15 15:00:00
241,140,C_00241,Bat-Erdene,https://facebook.com/bat-erdene,Гайхалтай!,2026-05-07 01:00:00,19,,2026-05-07 02:00:00
242,478,C_00242,Odbayar,https://facebook.com/odbayar,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-21 06:00:00,26,,2026-05-21 07:00:00
243,144,C_00243,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-10 20:00:00,30,,2026-05-10 21:00:00
244,361,C_00244,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-09 13:00:00,42,,2026-05-09 14:00:00
245,485,C_00245,Odbayar,https://facebook.com/odbayar,"Асуух зүйл байна, dm шалгаарай.",2026-05-11 22:00:00,17,,2026-05-11 23:00:00
246,197,C_00246,Bat-Erdene,https://facebook.com/bat-erdene,"Асуух зүйл байна, dm шалгаарай.",2026-05-26 11:00:00,22,231,2026-05-26 12:00:00
247,490,C_00247,Anu,https://facebook.com/anu,Сайн тайлбарлажээ.,2026-05-11 02:00:00,42,,2026-05-11 03:00:00
248,126,C_00248,Gantulga,https://facebook.com/gantulga,Үүнтэй санал нийлэхгүй байна.,2026-05-19 17:00:00,13,,2026-05-19 18:00:00
249,448,C_00249,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-13 17:00:00,3,,2026-05-13 18:00:00
250,345,C_00250,Sarnai,https://facebook.com/sarnai,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-08 13:00:00,9,158,2026-05-08 14:00:00
251,287,C_00251,Tengis,https://facebook.com/tengis,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-13 09:00:00,13,,2026-05-13 10:00:00
252,346,C_00252,Anu,https://facebook.com/anu,Үүнтэй санал нийлэхгүй байна.,2026-05-20 04:00:00,39,142,2026-05-20 05:00:00
253,188,C_00253,Sarnai,https://facebook.com/sarnai,Үнэхээр гоё санагдсан шүү.,2026-05-23 16:00:00,39,,2026-05-23 17:00:00
254,435,C_00254,Sarnai,https://facebook.com/sarnai,"Асуух зүйл байна, dm шалгаарай.",2026-05-14 14:00:00,25,,2026-05-14 15:00:00
255,363,C_00255,Sarnai,https://facebook.com/sarnai,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-16 10:00:00,24,,2026-05-16 11:00:00
256,227,C_00256,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-07 11:00:00,40,,2026-05-07 12:00:00
257,231,C_00257,Khuslen,https://facebook.com/khuslen,Маш сонирхолтой мэдээлэл байна.,2026-05-22 03:00:00,28,203,2026-05-22 04:00:00
258,222,C_00258,Anu,https://facebook.com/anu,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-07 23:00:00,31,,2026-05-08 00:00:00
259,46,C_00259,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-10 00:00:00,45,,2026-05-10 01:00:00
260,165,C_00260,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-21 17:00:00,36,,2026-05-21 18:00:00
261,266,C_00261,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-26 18:00:00,27,209,2026-05-26 19:00:00
262,484,C_00262,Khuslen,https://facebook.com/khuslen,Гайхалтай!,2026-05-23 03:00:00,49,,2026-05-23 04:00:00
263,219,C_00263,Sarnai,https://facebook.com/sarnai,Гайхалтай!,2026-05-22 19:00:00,13,141,2026-05-22 20:00:00
264,331,C_00264,Anu,https://facebook.com/anu,Маш сонирхолтой мэдээлэл байна.,2026-05-13 18:00:00,25,,2026-05-13 19:00:00
265,143,C_00265,Maral,https://facebook.com/maral,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-12 14:00:00,9,143,2026-05-12 15:00:00
266,435,C_00266,Tuguldur,https://facebook.com/tuguldur,Сайн тайлбарлажээ.,2026-05-12 14:00:00,47,,2026-05-12 15:00:00
267,106,C_00267,Tuguldur,https://facebook.com/tuguldur,Гайхалтай!,2026-05-22 11:00:00,43,,2026-05-22 12:00:00
268,211,C_00268,Tuguldur,https://facebook.com/tuguldur,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-23 11:00:00,10,,2026-05-23 12:00:00
269,94,C_00269,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-14 12:00:00,14,,2026-05-14 13:00:00
270,440,C_00270,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-20 17:00:00,0,68,2026-05-20 18:00:00
271,239,C_00271,Maral,https://facebook.com/maral,Үүнтэй санал нийлэхгүй байна.,2026-05-17 13:00:00,3,,2026-05-17 14:00:00
272,174,C_00272,Tuguldur,https://facebook.com/tuguldur,Сайн тайлбарлажээ.,2026-05-22 12:00:00,21,,2026-05-22 13:00:00
273,483,C_00273,Khuslen,https://facebook.com/khuslen,Сайн тайлбарлажээ.,2026-05-08 16:00:00,18,235,2026-05-08 17:00:00
274,220,C_00274,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-07 12:00:00,22,,2026-05-07 13:00:00
275,362,C_00275,Sarnai,https://facebook.com/sarnai,Үүнтэй санал нийлэхгүй байна.,2026-05-14 10:00:00,19,,2026-05-14 11:00:00
276,23,C_00276,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-10 09:00:00,49,,2026-05-10 10:00:00
277,323,C_00277,Tuguldur,https://facebook.com/tuguldur,Маш сонирхолтой мэдээлэл байна.,2026-05-26 09:00:00,45,,2026-05-26 10:00:00
278,7,C_00278,Tengis,https://facebook.com/tengis,Хэрэгжүүлж үзнэ ээ.,2026-05-24 20:00:00,48,,2026-05-24 21:00:00
279,435,C_00279,Maral,https://facebook.com/maral,Үүнтэй санал нийлэхгүй байна.,2026-05-26 22:00:00,23,109,2026-05-26 23:00:00
280,427,C_00280,Tuguldur,https://facebook.com/tuguldur,Маш сонирхолтой мэдээлэл байна.,2026-05-08 12:00:00,37,131,2026-05-08 13:00:00
281,158,C_00281,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-14 11:00:00,43,,2026-05-14 12:00:00
282,310,C_00282,Tuguldur,https://facebook.com/tuguldur,Хэрэгжүүлж үзнэ ээ.,2026-05-25 18:00:00,0,,2026-05-25 19:00:00
283,461,C_00283,Khuslen,https://facebook.com/khuslen,"Асуух зүйл байна, dm шалгаарай.",2026-05-10 16:00:00,32,223,2026-05-10 17:00:00
284,4,C_00284,Gantulga,https://facebook.com/gantulga,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-07 18:00:00,12,,2026-05-07 19:00:00
285,29,C_00285,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-13 00:00:00,17,,2026-05-13 01:00:00
286,140,C_00286,Odbayar,https://facebook.com/odbayar,Дараагийн пост хэзээ орох вэ?,2026-05-22 01:00:00,33,,2026-05-22 02:00:00
287,154,C_00287,Sarnai,https://facebook.com/sarnai,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-20 13:00:00,42,,2026-05-20 14:00:00
288,263,C_00288,Nomin,https://facebook.com/nomin,"Асуух зүйл байна, dm шалгаарай.",2026-05-14 10:00:00,8,,2026-05-14 11:00:00
289,77,C_00289,Tuguldur,https://facebook.com/tuguldur,Гайхалтай!,2026-05-12 21:00:00,9,247,2026-05-12 22:00:00
290,424,C_00290,Anu,https://facebook.com/anu,Үүнтэй санал нийлэхгүй байна.,2026-05-07 22:00:00,40,,2026-05-07 23:00:00
291,468,C_00291,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-22 06:00:00,17,221,2026-05-22 07:00:00
292,204,C_00292,Khuslen,https://facebook.com/khuslen,Сайн тайлбарлажээ.,2026-05-17 15:00:00,47,,2026-05-17 16:00:00
293,425,C_00293,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-12 23:00:00,8,,2026-05-13 00:00:00
294,410,C_00294,Gantulga,https://facebook.com/gantulga,Дараагийн пост хэзээ орох вэ?,2026-05-09 20:00:00,6,100,2026-05-09 21:00:00
295,186,C_00295,Sarnai,https://facebook.com/sarnai,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-20 14:00:00,16,209,2026-05-20 15:00:00
296,295,C_00296,Tuguldur,https://facebook.com/tuguldur,Дараагийн пост хэзээ орох вэ?,2026-05-25 04:00:00,36,122,2026-05-25 05:00:00
297,268,C_00297,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-25 22:00:00,45,288,2026-05-25 23:00:00
298,31,C_00298,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-11 22:00:00,50,,2026-05-11 23:00:00
299,47,C_00299,Anu,https://facebook.com/anu,Үнэхээр гоё санагдсан шүү.,2026-05-18 03:00:00,48,,2026-05-18 04:00:00
300,418,C_00300,Anu,https://facebook.com/anu,Сайн тайлбарлажээ.,2026-05-06 22:00:00,40,,2026-05-06 23:00:00
301,474,C_00301,Maral,https://facebook.com/maral,"Асуух зүйл байна, dm шалгаарай.",2026-05-25 22:00:00,39,,2026-05-25 23:00:00
302,485,C_00302,Khuslen,https://facebook.com/khuslen,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-08 06:00:00,36,,2026-05-08 07:00:00
303,205,C_00303,Khuslen,https://facebook.com/khuslen,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-23 07:00:00,18,,2026-05-23 08:00:00
304,241,C_00304,Anu,https://facebook.com/anu,Гайхалтай!,2026-05-12 05:00:00,4,,2026-05-12 06:00:00
305,156,C_00305,Gantulga,https://facebook.com/gantulga,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-25 12:00:00,17,,2026-05-25 13:00:00
306,84,C_00306,Maral,https://facebook.com/maral,Маш сонирхолтой мэдээлэл байна.,2026-05-20 01:00:00,14,,2026-05-20 02:00:00
307,242,C_00307,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-26 23:00:00,15,,2026-05-27 00:00:00
308,155,C_00308,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-25 11:00:00,20,,2026-05-25 12:00:00
309,110,C_00309,Tengis,https://facebook.com/tengis,Сайн тайлбарлажээ.,2026-05-22 16:00:00,41,,2026-05-22 17:00:00
310,311,C_00310,Bat-Erdene,https://facebook.com/bat-erdene,Сайн тайлбарлажээ.,2026-05-23 11:00:00,20,,2026-05-23 12:00:00
311,346,C_00311,Gantulga,https://facebook.com/gantulga,Гайхалтай!,2026-05-20 04:00:00,17,,2026-05-20 05:00:00
312,58,C_00312,Tengis,https://facebook.com/tengis,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-11 19:00:00,15,233,2026-05-11 20:00:00
313,66,C_00313,Gantulga,https://facebook.com/gantulga,Үнэхээр гоё санагдсан шүү.,2026-05-18 03:00:00,4,,2026-05-18 04:00:00
314,157,C_00314,Odbayar,https://facebook.com/odbayar,Үүнтэй санал нийлэхгүй байна.,2026-05-06 15:00:00,11,,2026-05-06 16:00:00
315,206,C_00315,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-14 04:00:00,46,,2026-05-14 05:00:00
316,137,C_00316,Gantulga,https://facebook.com/gantulga,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-11 10:00:00,1,,2026-05-11 11:00:00
317,183,C_00317,Sarnai,https://facebook.com/sarnai,Үнэхээр гоё санагдсан шүү.,2026-05-11 15:00:00,10,,2026-05-11 16:00:00
318,148,C_00318,Sarnai,https://facebook.com/sarnai,Гайхалтай!,2026-05-13 23:00:00,12,,2026-05-14 00:00:00
319,189,C_00319,Tuguldur,https://facebook.com/tuguldur,Дараагийн пост хэзээ орох вэ?,2026-05-21 20:00:00,15,,2026-05-21 21:00:00
320,91,C_00320,Sarnai,https://facebook.com/sarnai,Хэрэгжүүлж үзнэ ээ.,2026-05-07 19:00:00,5,,2026-05-07 20:00:00
321,81,C_00321,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-16 10:00:00,47,135,2026-05-16 11:00:00
322,313,C_00322,Odbayar,https://facebook.com/odbayar,Үнэхээр гоё санагдсан шүү.,2026-05-11 23:00:00,5,,2026-05-12 00:00:00
323,261,C_00323,Sarnai,https://facebook.com/sarnai,"Асуух зүйл байна, dm шалгаарай.",2026-05-11 08:00:00,10,,2026-05-11 09:00:00
324,337,C_00324,Khuslen,https://facebook.com/khuslen,Сайн тайлбарлажээ.,2026-05-17 05:00:00,14,,2026-05-17 06:00:00
325,343,C_00325,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-19 16:00:00,7,,2026-05-19 17:00:00
326,168,C_00326,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-18 23:00:00,49,29,2026-05-19 00:00:00
327,321,C_00327,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-25 12:00:00,17,115,2026-05-25 13:00:00
328,417,C_00328,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-11 04:00:00,29,,2026-05-11 05:00:00
329,177,C_00329,Bat-Erdene,https://facebook.com/bat-erdene,"Асуух зүйл байна, dm шалгаарай.",2026-05-16 20:00:00,12,,2026-05-16 21:00:00
330,186,C_00330,Nomin,https://facebook.com/nomin,Гайхалтай!,2026-05-21 01:00:00,44,,2026-05-21 02:00:00
331,498,C_00331,Khuslen,https://facebook.com/khuslen,Дараагийн пост хэзээ орох вэ?,2026-05-10 14:00:00,32,117,2026-05-10 15:00:00
332,360,C_00332,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-24 05:00:00,25,215,2026-05-24 06:00:00
333,419,C_00333,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-11 03:00:00,42,,2026-05-11 04:00:00
334,69,C_00334,Sarnai,https://facebook.com/sarnai,Хэрэгжүүлж үзнэ ээ.,2026-05-25 15:00:00,29,166,2026-05-25 16:00:00
335,228,C_00335,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-20 02:00:00,50,,2026-05-20 03:00:00
336,229,C_00336,Nomin,https://facebook.com/nomin,"Асуух зүйл байна, dm шалгаарай.",2026-05-25 20:00:00,34,,2026-05-25 21:00:00
337,94,C_00337,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-15 23:00:00,6,,2026-05-16 00:00:00
338,483,C_00338,Khuslen,https://facebook.com/khuslen,Үүнтэй санал нийлэхгүй байна.,2026-05-12 05:00:00,8,,2026-05-12 06:00:00
339,195,C_00339,Sarnai,https://facebook.com/sarnai,Дараагийн пост хэзээ орох вэ?,2026-05-16 10:00:00,8,115,2026-05-16 11:00:00
340,117,C_00340,Sarnai,https://facebook.com/sarnai,Сайн тайлбарлажээ.,2026-05-18 07:00:00,26,194,2026-05-18 08:00:00
341,58,C_00341,Bat-Erdene,https://facebook.com/bat-erdene,Үүнтэй санал нийлэхгүй байна.,2026-05-08 11:00:00,7,,2026-05-08 12:00:00
342,51,C_00342,Nomin,https://facebook.com/nomin,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-21 19:00:00,14,,2026-05-21 20:00:00
343,480,C_00343,Gantulga,https://facebook.com/gantulga,Дараагийн пост хэзээ орох вэ?,2026-05-09 07:00:00,21,177,2026-05-09 08:00:00
344,401,C_00344,Maral,https://facebook.com/maral,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-07 05:00:00,27,272,2026-05-07 06:00:00
345,412,C_00345,Khuslen,https://facebook.com/khuslen,"Асуух зүйл байна, dm шалгаарай.",2026-05-19 02:00:00,2,,2026-05-19 03:00:00
346,100,C_00346,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-10 12:00:00,5,,2026-05-10 13:00:00
347,487,C_00347,Gantulga,https://facebook.com/gantulga,Гайхалтай!,2026-05-07 23:00:00,37,139,2026-05-08 00:00:00
348,461,C_00348,Gantulga,https://facebook.com/gantulga,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-16 10:00:00,43,,2026-05-16 11:00:00
349,105,C_00349,Tuguldur,https://facebook.com/tuguldur,Гайхалтай!,2026-05-10 00:00:00,44,,2026-05-10 01:00:00
350,200,C_00350,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-14 04:00:00,41,,2026-05-14 05:00:00
351,409,C_00351,Nomin,https://facebook.com/nomin,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-08 06:00:00,2,,2026-05-08 07:00:00
352,285,C_00352,Nomin,https://facebook.com/nomin,Үнэхээр гоё санагдсан шүү.,2026-05-25 09:00:00,40,,2026-05-25 10:00:00
353,367,C_00353,Nomin,https://facebook.com/nomin,Хэрэгжүүлж үзнэ ээ.,2026-05-23 10:00:00,36,178,2026-05-23 11:00:00
354,328,C_00354,Tengis,https://facebook.com/tengis,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-15 22:00:00,42,111,2026-05-15 23:00:00
355,236,C_00355,Odbayar,https://facebook.com/odbayar,Гайхалтай!,2026-05-09 23:00:00,7,,2026-05-10 00:00:00
356,391,C_00356,Nomin,https://facebook.com/nomin,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-06 07:00:00,32,,2026-05-06 08:00:00
357,366,C_00357,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-16 17:00:00,8,259,2026-05-16 18:00:00
