id,page_name,post_id,post_url,content,timestamp,likes,shares,comment_count,scraped_at
130,Монголын хөгжүүлэгчид,POST_0130,https://facebook.com/монголынхөгжүүлэгчид/posts/130,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #130,2026-05-11 08:53:00,796,184,36,2026-05-11 10:53:00
131,Монголын хөгжүүлэгчид,POST_0131,https://facebook.com/монголынхөгжүүлэгчид/posts/131,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #131,2026-05-07 13:50:00,125,48,2,2026-05-07 15:50:00
132,Монголын хөгжүүлэгчид,POST_0132,https://facebook.com/монголынхөгжүүлэгчид/posts/132,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #132,2026-05-13 08:51:00,952,43,19,2026-05-13 10:51:00
133,Монголын хөгжүүлэгчид,POST_0133,https://facebook.com/монголынхөгжүүлэгчид/posts/133,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #133,2026-05-15 13:41:00,695,85,9,2026-05-15 15:41:00
134,Мэдээллийн Технологи,POST_0134,https://facebook.com/мэдээллийнтехнологи/posts/134,Машин сургалтын үндэс сургалт эхэллээ. #134,2026-05-15 19:16:00,174,44,58,2026-05-15 21:16:00
135,AI & Data Science MN,POST_0135,https://facebook.com/ai&datasciencemn/posts/135,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #135,2026-05-13 06:50:00,565,198,90,2026-05-13 08:50:00
136,Мэдээллийн Технологи,POST_0136,https://facebook.com/мэдээллийнтехнологи/posts/136,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #136,2026-05-02 12:57:00,883,68,40,2026-05-02 14:57:00
137,AI & Data Science MN,POST_0137,https://facebook.com/ai&datasciencemn/posts/137,Cloud computing-ийн ирээдүй. #137,2026-05-06 10:23:00,749,55,57,2026-05-06 12:23:00
138,TechNews Mongolia,POST_0138,https://facebook.com/technewsmongolia/posts/138,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #138,2026-05-19 11:52:00,570,65,34,2026-05-19 13:52:00
139,Мэдээллийн Технологи,POST_0139,https://facebook.com/мэдээллийнтехнологи/posts/139,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #139,2026-05-20 06:55:00,728,18,67,2026-05-20 08:55:00
140,AI & Data Science MN,POST_0140,https://facebook.com/ai&datasciencemn/posts/140,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #140,2026-05-14 08:28:00,255,156,94,2026-05-14 10:28:00
141,Монголын хөгжүүлэгчид,POST_0141,https://facebook.com/монголынхөгжүүлэгчид/posts/141,Cloud computing-ийн ирээдүй. #141,2026-05-01 14:39:00,900,120,66,2026-05-01 16:39:00
142,TechNews Mongolia,POST_0142,https://facebook.com/technewsmongolia/posts/142,Cloud computing-ийн ирээдүй. #142,2026-05-06 04:38:00,346,110,48,2026-05-06 06:38:00
143,TechNews Mongolia,POST_0143,https://facebook.com/technewsmongolia/posts/143,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #143,2026-05-12 04:54:00,784,103,54,2026-05-12 06:54:00
144,Монголын хөгжүүлэгчид,POST_0144,https://facebook.com/монголынхөгжүүлэгчид/posts/144,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #144,2026-05-01 07:15:00,68,98,99,2026-05-01 09:15:00
145,Монголын хөгжүүлэгчид,POST_0145,https://facebook.com/монголынхөгжүүлэгчид/posts/145,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #145,2026-05-02 21:41:00,988,93,69,2026-05-02 23:41:00
146,Мэдээллийн Технологи,POST_0146,https://facebook.com/мэдээллийнтехнологи/posts/146,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #146,2026-05-16 20:28:00,911,200,66,2026-05-16 22:28:00
147,Монголын хөгжүүлэгчид,POST_0147,https://facebook.com/монголынхөгжүүлэгчид/posts/147,Машин сургалтын үндэс сургалт эхэллээ. #147,2026-05-05 02:42:00,754,112,41,2026-05-05 04:42:00
148,AI & Data Science MN,POST_0148,https://facebook.com/ai&datasciencemn/posts/148,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #148,2026-05-20 18:05:00,301,51,51,2026-05-20 20:05:00
149,Монголын хөгжүүлэгчид,POST_0149,https://facebook.com/монголынхөгжүүлэгчид/posts/149,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #149,2026-05-18 10:25:00,428,115,5,2026-05-18 12:25:00
150,Монголын хөгжүүлэгчид,POST_0150,https://facebook.com/монголынхөгжүүлэгчид/posts/150,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #150,2026-05-13 11:25:00,565,188,25,2026-05-13 13:25:00
151,AI & Data Science MN,POST_0151,https://facebook.com/ai&datasciencemn/posts/151,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #151,2026-05-06 21:12:00,529,160,81,2026-05-06 23:12:00
152,AI & Data Science MN,POST_0152,https://facebook.com/ai&datasciencemn/posts/152,Машин сургалтын үндэс сургалт эхэллээ. #152,2026-05-20 10:26:00,113,107,4,2026-05-20 12:26:00
153,Мэдээллийн Технологи,POST_0153,https://facebook.com/мэдээллийнтехнологи/posts/153,Cloud computing-ийн ирээдүй. #153,2026-05-07 03:39:00,803,182,33,2026-05-07 05:39:00
154,Монголын хөгжүүлэгчид,POST_0154,https://facebook.com/монголынхөгжүүлэгчид/posts/154,Cloud computing-ийн ирээдүй. #154,2026-05-06 09:23:00,347,12,44,2026-05-06 11:23:00
155,AI & Data Science MN,POST_0155,https://facebook.com/ai&datasciencemn/posts/155,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #155,2026-05-16 16:32:00,532,163,90,2026-05-16 18:32:00
156,Монголын хөгжүүлэгчид,POST_0156,https://facebook.com/монголынхөгжүүлэгчид/posts/156,Машин сургалтын үндэс сургалт эхэллээ. #156,2026-05-15 12:57:00,617,87,32,2026-05-15 14:57:00
157,Мэдээллийн Технологи,POST_0157,https://facebook.com/мэдээллийнтехнологи/posts/157,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #157,2026-05-20 00:44:00,32,74,92,2026-05-20 02:44:00
158,TechNews Mongolia,POST_0158,https://facebook.com/technewsmongolia/posts/158,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #158,2026-05-09 21:01:00,547,72,90,2026-05-09 23:01:00
159,AI & Data Science MN,POST_0159,https://facebook.com/ai&datasciencemn/posts/159,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #159,2026-05-16 06:55:00,658,67,5,2026-05-16 08:55:00
160,AI & Data Science MN,POST_0160,https://facebook.com/ai&datasciencemn/posts/160,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #160,2026-05-01 04:40:00,780,9,3,2026-05-01 06:40:00
161,Мэдээллийн Технологи,POST_0161,https://facebook.com/мэдээллийнтехнологи/posts/161,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #161,2026-05-14 13:43:00,12,82,37,2026-05-14 15:43:00
162,AI & Data Science MN,POST_0162,https://facebook.com/ai&datasciencemn/posts/162,Cloud computing-ийн ирээдүй. #162,2026-05-08 07:58:00,61,137,100,2026-05-08 09:58:00
163,AI & Data Science MN,POST_0163,https://facebook.com/ai&datasciencemn/posts/163,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #163,2026-05-18 00:43:00,879,11,61,2026-05-18 02:43:00
164,AI & Data Science MN,POST_0164,https://facebook.com/ai&datasciencemn/posts/164,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #164,2026-05-16 00:33:00,683,32,25,2026-05-16 02:33:00
165,Монголын хөгжүүлэгчид,POST_0165,https://facebook.com/монголынхөгжүүлэгчид/posts/165,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #165,2026-05-03 16:27:00,666,129,50,2026-05-03 18:27:00
166,TechNews Mongolia,POST_0166,https://facebook.com/technewsmongolia/posts/166,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #166,2026-05-02 20:04:00,261,136,95,2026-05-02 22:04:00
167,Монголын хөгжүүлэгчид,POST_0167,https://facebook.com/монголынхөгжүүлэгчид/posts/167,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #167,2026-05-02 06:53:00,992,183,39,2026-05-02 08:53:00
168,Мэдээллийн Технологи,POST_0168,https://facebook.com/мэдээллийнтехнологи/posts/168,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #168,2026-05-02 06:36:00,896,179,31,2026-05-02 08:36:00
169,AI & Data Science MN,POST_0169,https://facebook.com/ai&datasciencemn/posts/169,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #169,2026-05-17 07:33:00,294,102,0,2026-05-17 09:33:00
170,Монголын хөгжүүлэгчид,POST_0170,https://facebook.com/монголынхөгжүүлэгчид/posts/170,Tech event удахгүй болно. #170,2026-05-10 11:18:00,614,171,58,2026-05-10 13:18:00
171,AI & Data Science MN,POST_0171,https://facebook.com/ai&datasciencemn/posts/171,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #171,2026-05-02 04:56:00,39,166,36,2026-05-02 06:56:00
172,Монголын хөгжүүлэгчид,POST_0172,https://facebook.com/монголынхөгжүүлэгчид/posts/172,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #172,2026-05-18 07:40:00,43,191,52,2026-05-18 09:40:00
173,TechNews Mongolia,POST_0173,https://facebook.com/technewsmongolia/posts/173,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #173,2026-05-12 16:58:00,879,154,5,2026-05-12 18:58:00
174,TechNews Mongolia,POST_0174,https://facebook.com/technewsmongolia/posts/174,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #174,2026-05-17 17:05:00,364,170,37,2026-05-17 19:05:00
175,Монголын хөгжүүлэгчид,POST_0175,https://facebook.com/монголынхөгжүүлэгчид/posts/175,Tech event удахгүй болно. #175,2026-05-13 01:29:00,753,139,29,2026-05-13 03:29:00
176,Мэдээллийн Технологи,POST_0176,https://facebook.com/мэдээллийнтехнологи/posts/176,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #176,2026-05-06 02:37:00,327,39,25,2026-05-06 04:37:00
177,AI & Data Science MN,POST_0177,https://facebook.com/ai&datasciencemn/posts/177,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #177,2026-05-14 14:14:00,33,77,4,2026-05-14 16:14:00
178,Монголын хөгжүүлэгчид,POST_0178,https://facebook.com/монголынхөгжүүлэгчид/posts/178,Машин сургалтын үндэс сургалт эхэллээ. #178,2026-05-10 09:02:00,665,149,18,2026-05-10 11:02:00
179,TechNews Mongolia,POST_0179,https://facebook.com/technewsmongolia/posts/179,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #179,2026-05-15 13:06:00,719,87,83,2026-05-15 15:06:00
180,TechNews Mongolia,POST_0180,https://facebook.com/technewsmongolia/posts/180,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #180,2026-05-02 04:35:00,466,8,17,2026-05-02 06:35:00
181,TechNews Mongolia,POST_0181,https://facebook.com/technewsmongolia/posts/181,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #181,2026-05-07 06:47:00,914,88,25,2026-05-07 08:47:00
182,Мэдээллийн Технологи,POST_0182,https://facebook.com/мэдээллийнтехнологи/posts/182,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #182,2026-05-11 05:58:00,278,86,47,2026-05-11 07:58:00
183,Монголын хөгжүүлэгчид,POST_0183,https://facebook.com/монголынхөгжүүлэгчид/posts/183,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #183,2026-05-04 23:34:00,300,37,47,2026-05-05 01:34:00
184,Монголын хөгжүүлэгчид,POST_0184,https://facebook.com/монголынхөгжүүлэгчид/posts/184,Cloud computing-ийн ирээдүй. #184,2026-05-08 18:52:00,893,6,32,2026-05-08 20:52:00
185,Мэдээллийн Технологи,POST_0185,https://facebook.com/мэдээллийнтехнологи/posts/185,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #185,2026-05-08 19:40:00,353,36,63,2026-05-08 21:40:00
186,AI & Data Science MN,POST_0186,https://facebook.com/ai&datasciencemn/posts/186,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #186,2026-05-19 00:51:00,163,66,96,2026-05-19 02:51:00
187,Монголын хөгжүүлэгчид,POST_0187,https://facebook.com/монголынхөгжүүлэгчид/posts/187,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #187,2026-05-15 06:25:00,544,171,56,2026-05-15 08:25:00
188,AI & Data Science MN,POST_0188,https://facebook.com/ai&datasciencemn/posts/188,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #188,2026-05-16 00:54:00,793,151,53,2026-05-16 02:54:00
189,AI & Data Science MN,POST_0189,https://facebook.com/ai&datasciencemn/posts/189,Tech event удахгүй болно. #189,2026-05-11 07:59:00,381,67,27,2026-05-11 09:59:00
190,AI & Data Science MN,POST_0190,https://facebook.com/ai&datasciencemn/posts/190,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #190,2026-05-20 21:20:00,940,175,59,2026-05-20 23:20:00
191,Мэдээллийн Технологи,POST_0191,https://facebook.com/мэдээллийнтехнологи/posts/191,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #191,2026-05-20 04:29:00,857,168,20,2026-05-20 06:29:00
192,TechNews Mongolia,POST_0192,https://facebook.com/technewsmongolia/posts/192,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #192,2026-05-12 08:09:00,14,20,28,2026-05-12 10:09:00
193,Мэдээллийн Технологи,POST_0193,https://facebook.com/мэдээллийнтехнологи/posts/193,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #193,2026-05-04 20:20:00,28,192,53,2026-05-04 22:20:00
194,Монголын хөгжүүлэгчид,POST_0194,https://facebook.com/монголынхөгжүүлэгчид/posts/194,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #194,2026-05-15 12:42:00,166,106,14,2026-05-15 14:42:00
195,Монголын хөгжүүлэгчид,POST_0195,https://facebook.com/монголынхөгжүүлэгчид/posts/195,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #195,2026-05-06 15:03:00,652,193,85,2026-05-06 17:03:00
196,Мэдээллийн Технологи,POST_0196,https://facebook.com/мэдээллийнтехнологи/posts/196,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #196,2026-05-13 11:18:00,85,40,9,2026-05-13 13:18:00
197,Мэдээллийн Технологи,POST_0197,https://facebook.com/мэдээллийнтехнологи/posts/197,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #197,2026-05-06 11:39:00,976,123,14,2026-05-06 13:39:00
198,TechNews Mongolia,POST_0198,https://facebook.com/technewsmongolia/posts/198,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #198,2026-05-16 00:22:00,538,106,99,2026-05-16 02:22:00
199,TechNews Mongolia,POST_0199,https://facebook.com/technewsmongolia/posts/199,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #199,2026-05-10 08:37:00,940,87,21,2026-05-10 10:37:00
200,Монголын хөгжүүлэгчид,POST_0200,https://facebook.com/монголынхөгжүүлэгчид/posts/200,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #200,2026-05-13 01:59:00,787,168,21,2026-05-13 03:59:00
201,AI & Data Science MN,POST_0201,https://facebook.com/ai&datasciencemn/posts/201,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #201,2026-05-11 09:11:00,939,105,62,2026-05-11 11:11:00
202,TechNews Mongolia,POST_0202,https://facebook.com/technewsmongolia/posts/202,Cloud computing-ийн ирээдүй. #202,2026-05-12 14:49:00,970,41,53,2026-05-12 16:49:00
203,AI & Data Science MN,POST_0203,https://facebook.com/ai&datasciencemn/posts/203,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #203,2026-05-01 11:23:00,19,113,25,2026-05-01 13:23:00
204,AI & Data Science MN,POST_0204,https://facebook.com/ai&datasciencemn/posts/204,Машин сургалтын үндэс сургалт эхэллээ. #204,2026-05-01 20:28:00,50,130,94,2026-05-01 22:28:00
205,AI & Data Science MN,POST_0205,https://facebook.com/ai&datasciencemn/posts/205,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #205,2026-05-02 01:04:00,390,13,43,2026-05-02 03:04:00
206,AI & Data Science MN,POST_0206,https://facebook.com/ai&datasciencemn/posts/206,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #206,2026-05-04 11:55:00,650,191,70,2026-05-04 13:55:00
207,Мэдээллийн Технологи,POST_0207,https://facebook.com/мэдээллийнтехнологи/posts/207,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #207,2026-05-02 14:43:00,416,30,30,2026-05-02 16:43:00
208,Монголын хөгжүүлэгчид,POST_0208,https://facebook.com/монголынхөгжүүлэгчид/posts/208,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #208,2026-05-04 22:45:00,362,21,16,2026-05-05 00:45:00
209,Монголын хөгжүүлэгчид,POST_0209,https://facebook.com/монголынхөгжүүлэгчид/posts/209,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #209,2026-05-20 01:22:00,959,63,57,2026-05-20 03:22:00
210,TechNews Mongolia,POST_0210,https://facebook.com/technewsmongolia/posts/210,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #210,2026-05-12 03:03:00,531,169,58,2026-05-12 05:03:00
211,Монголын хөгжүүлэгчид,POST_0211,https://facebook.com/монголынхөгжүүлэгчид/posts/211,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #211,2026-05-14 18:54:00,428,69,66,2026-05-14 20:54:00
212,Мэдээллийн Технологи,POST_0212,https://facebook.com/мэдээллийнтехнологи/posts/212,Машин сургалтын үндэс сургалт эхэллээ. #212,2026-05-09 21:18:00,280,184,62,2026-05-09 23:18:00
213,TechNews Mongolia,POST_0213,https://facebook.com/technewsmongolia/posts/213,Cloud computing-ийн ирээдүй. #213,2026-05-11 23:41:00,584,80,40,2026-05-12 01:41:00
214,TechNews Mongolia,POST_0214,https://facebook.com/technewsmongolia/posts/214,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #214,2026-05-18 11:19:00,864,25,91,2026-05-18 13:19:00
215,AI & Data Science MN,POST_0215,https://facebook.com/ai&datasciencemn/posts/215,Машин сургалтын үндэс сургалт эхэллээ. #215,2026-05-17 09:32:00,633,2,97,2026-05-17 11:32:00
216,AI & Data Science MN,POST_0216,https://facebook.com/ai&datasciencemn/posts/216,Машин сургалтын үндэс сургалт эхэллээ. #216,2026-05-15 12:37:00,656,129,47,2026-05-15 14:37:00
217,AI & Data Science MN,POST_0217,https://facebook.com/ai&datasciencemn/posts/217,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #217,2026-05-21 21:14:00,539,159,59,2026-05-21 23:14:00
218,AI & Data Science MN,POST_0218,https://facebook.com/ai&datasciencemn/posts/218,Tech event удахгүй болно. #218,2026-05-14 22:27:00,890,189,26,2026-05-15 00:27:00
219,Монголын хөгжүүлэгчид,POST_0219,https://facebook.com/монголынхөгжүүлэгчид/posts/219,Tech event удахгүй болно. #219,2026-05-09 17:12:00,504,166,46,2026-05-09 19:12:00
220,TechNews Mongolia,POST_0220,https://facebook.com/technewsmongolia/posts/220,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #220,2026-05-21 22:20:00,324,159,10,2026-05-22 00:20:00
221,TechNews Mongolia,POST_0221,https://facebook.com/technewsmongolia/posts/221,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #221,2026-05-20 19:21:00,816,140,19,2026-05-20 21:21:00
222,Монголын хөгжүүлэгчид,POST_0222,https://facebook.com/монголынхөгжүүлэгчид/posts/222,Tech event удахгүй болно. #222,2026-05-08 10:56:00,119,199,88,2026-05-08 12:56:00
223,TechNews Mongolia,POST_0223,https://facebook.com/technewsmongolia/posts/223,Cloud computing-ийн ирээдүй. #223,2026-05-01 09:48:00,686,178,41,2026-05-01 11:48:00
224,Мэдээллийн Технологи,POST_0224,https://facebook.com/мэдээллийнтехнологи/posts/224,Tech event удахгүй болно. #224,2026-05-14 07:36:00,521,7,16,2026-05-14 09:36:00
225,Монголын хөгжүүлэгчид,POST_0225,https://facebook.com/монголынхөгжүүлэгчид/posts/225,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #225,2026-05-05 12:42:00,245,190,89,2026-05-05 14:42:00
226,AI & Data Science MN,POST_0226,https://facebook.com/ai&datasciencemn/posts/226,Tech event удахгүй болно. #226,2026-05-19 07:22:00,374,62,29,2026-05-19 09:22:00
227,AI & Data Science MN,POST_0227,https://facebook.com/ai&datasciencemn/posts/227,Cloud computing-ийн ирээдүй. #227,2026-05-11 10:14:00,451,110,44,2026-05-11 12:14:00
228,Монголын хөгжүүлэгчид,POST_0228,https://facebook.com/монголынхөгжүүлэгчид/posts/228,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #228,2026-05-02 01:45:00,531,90,6,2026-05-02 03:45:00
229,TechNews Mongolia,POST_0229,https://facebook.com/technewsmongolia/posts/229,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #229,2026-05-15 19:42:00,373,34,44,2026-05-15 21:42:00
230,AI & Data Science MN,POST_0230,https://facebook.com/ai&datasciencemn/posts/230,Машин сургалтын үндэс сургалт эхэллээ. #230,2026-05-14 03:03:00,558,168,83,2026-05-14 05:03:00
231,AI & Data Science MN,POST_0231,https://facebook.com/ai&datasciencemn/posts/231,Cloud computing-ийн ирээдүй. #231,2026-05-16 03:23:00,577,71,84,2026-05-16 05:23:00
232,TechNews Mongolia,POST_0232,https://facebook.com/technewsmongolia/posts/232,Tech event удахгүй болно. #232,2026-05-11 17:36:00,236,200,52,2026-05-11 19:36:00
233,AI & Data Science MN,POST_0233,https://facebook.com/ai&datasciencemn/posts/233,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #233,2026-05-06 01:32:00,660,53,52,2026-05-06 03:32:00
234,AI & Data Science MN,POST_0234,https://facebook.com/ai&datasciencemn/posts/234,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #234,2026-05-15 00:26:00,617,20,72,2026-05-15 02:26:00
235,AI & Data Science MN,POST_0235,https://facebook.com/ai&datasciencemn/posts/235,Cloud computing-ийн ирээдүй. #235,2026-05-01 18:39:00,571,40,29,2026-05-01 20:39:00
236,Мэдээллийн Технологи,POST_0236,https://facebook.com/мэдээллийнтехнологи/posts/236,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #236,2026-05-11 00:13:00,705,34,86,2026-05-11 02:13:00
237,Мэдээллийн Технологи,POST_0237,https://facebook.com/мэдээллийнтехнологи/posts/237,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #237,2026-05-13 19:56:00,257,133,32,2026-05-13 21:56:00
238,TechNews Mongolia,POST_0238,https://facebook.com/technewsmongolia/posts/238,Машин сургалтын үндэс сургалт эхэллээ. #238,2026-05-07 02:12:00,138,134,77,2026-05-07 04:12:00
239,AI & Data Science MN,POST_0239,https://facebook.com/ai&datasciencemn/posts/239,Tech event удахгүй болно. #239,2026-05-12 17:39:00,335,198,53,2026-05-12 19:39:00
240,Монголын хөгжүүлэгчид,POST_0240,https://facebook.com/монголынхөгжүүлэгчид/posts/240,Tech event удахгүй болно. #240,2026-05-16 17:05:00,329,187,39,2026-05-16 19:05:00
241,AI & Data Science MN,POST_0241,https://facebook.com/ai&datasciencemn/posts/241,Cloud computing-ийн ирээдүй. #241,2026-05-21 01:50:00,941,180,61,2026-05-21 03:50:00
242,TechNews Mongolia,POST_0242,https://facebook.com/technewsmongolia/posts/242,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #242,2026-05-13 08:49:00,719,170,19,2026-05-13 10:49:00
243,TechNews Mongolia,POST_0243,https://facebook.com/technewsmongolia/posts/243,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #243,2026-05-14 16:02:00,841,23,16,2026-05-14 18:02:00
244,AI & Data Science MN,POST_0244,https://facebook.com/ai&datasciencemn/posts/244,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #244,2026-05-19 19:52:00,193,152,72,2026-05-19 21:52:00
245,TechNews Mongolia,POST_0245,https://facebook.com/technewsmongolia/posts/245,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #245,2026-05-15 04:53:00,847,11,38,2026-05-15 06:53:00
246,Мэдээллийн Технологи,POST_0246,https://facebook.com/мэдээллийнтехнологи/posts/246,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #246,2026-05-13 07:52:00,209,62,41,2026-05-13 09:52:00
247,Монголын хөгжүүлэгчид,POST_0247,https://facebook.com/монголынхөгжүүлэгчид/posts/247,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #247,2026-05-09 08:23:00,347,178,65,2026-05-09 10:23:00
248,AI & Data Science MN,POST_0248,https://facebook.com/ai&datasciencemn/posts/248,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #248,2026-05-03 19:29:00,506,76,2,2026-05-03 21:29:00
249,AI & Data Science MN,POST_0249,https://facebook.com/ai&datasciencemn/posts/249,Tech event удахгүй болно. #249,2026-05-13 06:05:00,282,102,79,2026-05-13 08:05:00
250,AI & Data Science MN,POST_0250,https://facebook.com/ai&datasciencemn/posts/250,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #250,2026-05-11 13:01:00,753,196,68,2026-05-11 15:01:00
251,Монголын хөгжүүлэгчид,POST_0251,https://facebook.com/монголынхөгжүүлэгчид/posts/251,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #251,2026-05-14 03:14:00,233,86,4,2026-05-14 05:14:00
252,Монголын хөгжүүлэгчид,POST_0252,https://facebook.com/монголынхөгжүүлэгчид/posts/252,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #252,2026-05-13 11:13:00,49,32,82,2026-05-13 13:13:00
253,TechNews Mongolia,POST_0253,https://facebook.com/technewsmongolia/posts/253,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #253,2026-05-10 09:55:00,858,108,43,2026-05-10 11:55:00
254,Мэдээллийн Технологи,POST_0254,https://facebook.com/мэдээллийнтехнологи/posts/254,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #254,2026-05-07 07:41:00,71,44,22,2026-05-07 09:41:00
255,Мэдээллийн Технологи,POST_0255,https://facebook.com/мэдээллийнтехнологи/posts/255,Cloud computing-ийн ирээдүй. #255,2026-05-18 22:31:00,272,136,39,2026-05-19 00:31:00
256,Монголын хөгжүүлэгчид,POST_0256,https://facebook.com/монголынхөгжүүлэгчид/posts/256,Машин сургалтын үндэс сургалт эхэллээ. #256,2026-05-20 18:38:00,86,108,91,2026-05-20 20:38:00
257,AI & Data Science MN,POST_0257,https://facebook.com/ai&datasciencemn/posts/257,Tech event удахгүй болно. #257,2026-05-11 05:42:00,657,88,64,2026-05-11 07:42:00
